capacity,c1_box_index,c2_box_index,c3_box_index,connection_type
4.3998078266946194e-11,35,7,1,0
4.343270047403421e-11,35,7,1,1
6.599567619505165e-11,35,7,2,0
6.47317519361839e-11,35,7,2,1
1.099879899552353e-10,35,7,3,0
1.0652164843523093e-10,35,7,3,1
9.399122955034077e-11,35,7,4,0
9.144820403951626e-11,35,7,4,1
1.3798109810445076e-10,35,7,5,0
1.3256919010342037e-10,35,7,5,1
1.5997459157949067e-10,35,7,6,0
1.5274511992683044e-10,35,7,6,1
2.0395869724013085e-10,35,7,7,0
1.923515340897055e-10,35,7,7,1
1.9996030091903376e-10,35,7,8,0
1.8879130880813223e-10,35,7,8,1
2.4394091446809524e-10,35,7,9,0
2.2752017305031582e-10,35,7,9,1
2.659297808952747e-10,35,7,10,0
2.46532975921877e-10,35,7,10,1
3.099046333693894e-10,35,7,11,0
2.8387635214109056e-10,35,7,11,1
2.939142222583892e-10,35,7,12,0
2.704007533728338e-10,35,7,12,1
3.3788663098208036e-10,35,7,13,0
3.0717871567738237e-10,35,7,13,1
3.5987139539960706e-10,35,7,14,0
3.25242198397051e-10,35,7,14,1
1.0084e-06,35,8,0,0
4.380801269337565e-09,35,8,0,1
4.399808021070085e-11,35,8,1,0
4.3562466225677565e-11,35,8,1,1
6.599568056830871e-11,35,8,2,0
6.502041945745669e-11,35,8,2,1
1.0998800210211105e-10,35,8,3,0
1.073056033268235e-10,35,8,3,1
9.39912384208533e-11,35,8,4,0
9.202538716958306e-11,35,8,4,1
1.379811172211657e-10,35,8,5,0
1.3378560798209395e-10,35,8,5,1
1.5997461727611647e-10,35,8,6,0
1.5436222849635202e-10,35,8,6,1
2.0395873900956176e-10,35,8,7,0
1.9492305259154386e-10,35,8,7,1
1.9996034106682535e-10,35,8,8,0
1.9126790322301313e-10,35,8,8,1
2.4394097421885223e-10,35,8,9,0
2.311267982054226e-10,35,8,9,1
2.659298519034051e-10,35,8,10,0
2.5077318139966705e-10,35,8,10,1
3.0990472980341227e-10,35,8,11,0
2.8951309499548013e-10,35,8,11,1
2.9391430899757517e-10,35,8,12,0
2.755102300568495e-10,35,8,12,1
3.378867456168004e-10,35,8,13,0
3.1378961403983056e-10,35,8,13,1
3.5987152543717037e-10,35,8,14,0
3.326628490339337e-10,35,8,14,1
1.00884e-06,35,9,0,0
4.816779667737204e-09,35,9,0,1
4.399808104796984e-11,35,9,1,0
4.3601709986393766e-11,35,9,1,1
6.599568245208177e-11,35,9,2,0
6.51078852013778e-11,35,9,2,1
1.0998800733435751e-10,35,9,3,0
1.0754403468065839e-10,35,9,3,1
9.399124224181167e-11,35,9,4,0
9.220069304716508e-11,35,9,4,1
1.379811254556591e-10,35,9,5,0
1.3415643857505834e-10,35,9,5,1
1.5997462834489596e-10,35,9,6,0
1.5485611143970143e-10,35,9,6,1
2.0395875700167684e-10,35,9,7,0
1.9571124750456223e-10,35,9,7,1
1.9996035836042184e-10,35,9,8,0
1.920267576714124e-10,35,9,8,1
2.439409999563961e-10,35,9,9,0
2.3223580477538946e-10,35,9,9,1
2.6592988249004563e-10,35,9,10,0
2.5207927066972397e-10,35,9,10,1
3.099047713422187e-10,35,9,11,0
2.912552896304952e-10,35,9,11,1
2.9391434636034473e-10,35,9,12,0
2.770875119611116e-10,35,9,12,1
3.3788679499553105e-10,35,9,13,0
3.1583726805724955e-10,35,9,13,1
3.59871581450654e-10,35,9,14,0
3.349651311591075e-10,35,9,14,1
1.00934e-06,35,10,0,0
5.311748271147483e-09,35,10,0,1
4.3998081998525836e-11,35,10,1,0
4.363851923167682e-11,35,10,1,1
6.599568459073951e-11,35,10,2,0
6.518999555569184e-11,35,10,2,1
1.0998801327455545e-10,35,10,3,0
1.0776824754767911e-10,35,10,3,1
9.39912465797665e-11,35,10,4,0
9.236544368017264e-11,35,10,4,1
1.3798113480432462e-10,35,10,5,0
1.3450552666793358e-10,35,10,5,1
1.5997464091134227e-10,35,10,6,0
1.5532142219791275e-10,35,10,6,1
2.0395877742822502e-10,35,10,7,0
1.9645505814366283e-10,35,10,7,1
1.9996037799393788e-10,35,10,8,0
1.9274277451867875e-10,35,10,8,1
2.439410291763736e-10,35,10,9,0
2.3328389172900673e-10,35,10,9,1
2.659299172152305e-10,35,10,10,0
2.5331459424836256e-10,35,10,10,1
3.0990481850146094e-10,35,10,11,0
2.929056735796559e-10,35,10,11,1
2.9391438877850796e-10,35,10,12,0
2.7858082742586187e-10,35,10,12,1
3.3788685105548503e-10,35,10,13,0
3.1777892208340876e-10,35,10,13,1
3.598716450430821e-10,35,10,14,0
3.371499026747568e-10,35,10,14,1
1.0097800000000001e-06,35,11,0,0
5.746915169640913e-09,35,11,0,1
4.3998082834236464e-11,35,11,1,0
4.366568323947318e-11,35,11,1,1
6.599568647100647e-11,35,11,2,0
6.525063417014066e-11,35,11,2,1
1.0998801849706404e-10,35,11,3,0
1.0793406603142902e-10,35,11,3,1
9.399125039361347e-11,35,11,4,0
9.248722336425525e-11,35,11,4,1
1.3798114302349303e-10,35,11,5,0
1.3476392956380338e-10,35,11,5,1
1.5997465195952237e-10,35,11,6,0
1.556660965555129e-10,35,11,6,1
2.0395879538685763e-10,35,11,7,0
1.970067899115236e-10,35,11,7,1
1.9996039525535164e-10,35,11,8,0
1.9327382367850135e-10,35,11,8,1
2.43941054866023e-10,35,11,9,0
2.3406228625941827e-10,35,11,9,1
2.659299477449542e-10,35,11,10,0
2.542326628592325e-10,35,11,10,1
3.099048599629736e-10,35,11,11,0
2.9413383755452245e-10,35,11,11,1
2.9391442607175324e-10,35,11,12,0
2.796915719600913e-10,35,11,12,1
3.3788690034233625e-10,35,11,13,0
3.192250463950606e-10,35,11,13,1
3.5987170095234327e-10,35,11,14,0
3.387781561721578e-10,35,11,14,1
1.0104e-06,35,12,0,0
6.359461599366588e-09,35,12,0,1
4.399808401059337e-11,35,12,1,0
4.369766352621034e-11,35,12,1,1
6.599568911769422e-11,35,12,2,0
6.532207205153488e-11,35,12,2,1
1.0998802584833402e-10,35,12,3,0
1.0812967434551515e-10,35,12,3,1
9.399125576203323e-11,35,12,4,0
9.263081233785181e-11,35,12,4,1
1.3798115459290004e-10,35,12,5,0
1.350690092263329e-10,35,12,5,1
1.59974667511083e-10,35,12,6,0
1.5607329537726134e-10,35,12,6,1
2.0395882066566135e-10,35,12,7,0
1.9765944336384686e-10,35,12,7,1
1.99960419552741e-10,35,12,8,0
1.9390193853656184e-10,35,12,8,1
2.4394109102710746e-10,35,12,9,0
2.349841226296052e-10,35,12,9,1
2.659299907189912e-10,35,12,10,0
2.553205931482926e-10,35,12,10,1
3.09904918324742e-10,35,12,11,0
2.955910408106815e-10,35,12,11,1
2.9391447856621297e-10,35,12,12,0
2.8100886768351857e-10,35,12,12,1
3.378869697191557e-10,35,12,13,0
3.209421940977154e-10,35,12,13,1
3.598717796509557e-10,35,12,14,0
3.4071274043560025e-10,35,12,14,1
1.0108400000000002e-06,35,13,0,0
6.793716117288593e-09,35,13,0,1
4.3998084844551905e-11,35,13,1,0
4.3716864525114614e-11,35,13,1,1
6.599569099401923e-11,35,13,2,0
6.536498829900242e-11,35,13,2,1
1.0998803105989416e-10,35,13,3,0
1.0824732074806806e-10,35,13,3,1
9.399125956788477e-11,35,13,4,0
9.271713644268512e-11,35,13,4,1
1.3798116279483827e-10,35,13,5,0
1.3525262839998573e-10,35,13,5,1
1.599746785361029e-10,35,13,6,0
1.5631851522722474e-10,35,13,6,1
2.0395883858664905e-10,35,13,7,0
1.9805291679421186e-10,35,13,7,1
1.9996043677797124e-10,35,13,8,0
1.9428057997648504e-10,35,13,8,1
2.439411166629083e-10,35,13,9,0
2.35540437407848e-10,35,13,9,1
2.6593002118472247e-10,35,13,10,0
2.5597750067786366e-10,35,13,10,1
3.0990495969935227e-10,35,13,11,0
2.964718693127225e-10,35,13,11,1
2.939145157812912e-10,35,13,12,0
2.8180481630899946e-10,35,13,12,1
3.378870189027056e-10,35,13,13,0
3.2198085424025063e-10,35,13,13,1
3.59871835443038e-10,35,13,14,0
3.418835416621032e-10,35,13,14,1
1.01134e-06,35,14,0,0
7.2867284988233435e-09,35,14,0,1
4.399808579135126e-11,35,14,1,0
4.373590619263683e-11,35,14,1,1
6.59956931242251e-11,35,14,2,0
6.540756686436918e-11,35,14,2,1
1.0998803697661775e-10,35,14,3,0
1.0836414166047533e-10,35,14,3,1
9.399126388869667e-11,35,14,4,0
9.28028282030143e-11,35,14,4,1
1.3798117210656092e-10,35,14,5,0
1.3543505772594677e-10,35,14,5,1
1.5997469105289178e-10,35,14,6,0
1.565622487775612e-10,35,14,6,1
2.0395885893248343e-10,35,14,7,0
1.9844433208244872e-10,35,14,7,1
1.9996045633390676e-10,35,14,8,0
1.9465721242512185e-10,35,14,8,1
2.4394114576743007e-10,35,14,9,0
2.360942575463579e-10,35,14,9,1
2.65930055772702e-10,35,14,10,0
2.566317299753297e-10,35,14,10,1
3.099050066722681e-10,35,14,11,0
2.9734981775182767e-10,35,14,11,1
2.9391455803185744e-10,35,14,12,0
2.825979296035446e-10,35,14,12,1
3.378870747411726e-10,35,14,13,0
3.23016646819932e-10,35,14,13,1
3.5987189878422457e-10,35,14,14,0
3.4305157558295125e-10,35,14,14,1
1.01178e-06,35,15,0,0
7.72017632291605e-09,35,15,0,1
4.3998086623760663e-11,35,15,1,0
4.375064966076494e-11,35,15,1,1
6.599569499706478e-11,35,15,2,0
6.544054696177642e-11,35,15,2,1
1.0998804217849767e-10,35,15,3,0
1.0845469635663406e-10,35,15,3,1
9.39912676874789e-11,35,15,4,0
9.286923462757205e-11,35,15,4,1
1.379811802932649e-10,35,15,5,0
1.3557653694477894e-10,35,15,5,1
1.5997470205743426e-10,35,15,6,0
1.567513417275254e-10,35,15,6,1
2.039588768201869e-10,35,15,7,0
1.987482238779001e-10,35,15,7,1
1.9996047352714484e-10,35,15,8,0
1.9494960738635773e-10,35,15,8,1
2.4394117135562e-10,35,15,9,0
2.365245251252547e-10,35,15,9,1
2.659300861818534e-10,35,15,10,0
2.571401906069907e-10,35,15,10,1
3.099050479700422e-10,35,15,11,0
2.9803264135984716e-10,35,15,11,1
2.9391459517782307e-10,35,15,12,0
2.832146121426302e-10,35,15,12,1
3.378871238333871e-10,35,15,13,0
3.2382259863499015e-10,35,15,13,1
3.5987195447270146e-10,35,15,14,0
3.4396074605049847e-10,35,15,14,1
1.0134000000000001e-06,35,16,0,0
9.312808367870535e-09,35,16,0,1
4.3998089682311016e-11,35,16,1,0
4.379309184030659e-11,35,16,1,1
6.599570187850408e-11,35,16,2,0
6.553554867216154e-11,35,16,2,1
1.0998806129194583e-10,35,16,3,0
1.0871588177031618e-10,35,16,3,1
9.399128164547597e-11,35,16,4,0
9.306068034401767e-11,35,16,4,1
1.3798121037395738e-10,35,16,5,0
1.359849342766548e-10,35,16,5,1
1.5997474249181107e-10,35,16,6,0
1.5729752793407826e-10,35,16,6,1
2.039589425456095e-10,35,16,7,0
1.9962710539170896e-10,35,16,7,1
1.9996053670086822e-10,35,16,8,0
1.9579514287966743e-10,35,16,8,1
2.439412653752205e-10,35,16,9,0
2.377703051365813e-10,35,16,9,1
2.659301979152897e-10,35,16,10,0
2.5861327742630996e-10,35,16,10,1
3.099051997119492e-10,35,16,11,0
3.000133104260013e-10,35,16,11,1
2.939147316645853e-10,35,16,12,0
2.8500263097897526e-10,35,16,12,1
3.378873042146985e-10,35,16,13,0
3.261622351573842e-10,35,16,13,1
3.598721590909091e-10,35,16,14,0
3.4660161609006097e-10,35,16,14,1
1.0138400000000002e-06,35,17,0,0
9.74449617296615e-09,35,17,0,1
4.399809051134055e-11,35,17,1,0
4.3802216809835733e-11,35,17,1,1
6.599570374373957e-11,35,17,2,0
6.555598576023062e-11,35,17,2,1
1.0998806647270577e-10,35,17,3,0
1.0877213408096968e-10,35,17,3,1
9.399128542883464e-11,35,17,4,0
9.310189526481913e-11,35,17,4,1
1.379812185274237e-10,35,17,5,0
1.3607295650140546e-10,35,17,5,1
1.5997475345167656e-10,35,17,6,0
1.5741531527167693e-10,35,17,6,1
2.0395896036069441e-10,35,17,7,0
1.998168552033938e-10,35,17,7,1
1.9996055382430678e-10,35,17,8,0
1.9597767455441948e-10,35,17,8,1
2.4394129085953433e-10,35,17,9,0
2.380395431935856e-10,35,17,9,1
2.6593022820099675e-10,35,17,10,0
2.5893181888515373e-10,35,17,10,1
3.0990524084208456e-10,35,17,11,0
3.004420869681778e-10,35,17,11,1
2.93914768659763e-10,35,17,12,0
2.8538954694899693e-10,35,17,12,1
3.378873531076399e-10,35,17,13,0
3.26669075788363e-10,35,17,13,1
3.598722145533426e-10,35,17,14,0
3.471740265143812e-10,35,17,14,1
1.01434e-06,35,18,0,0
1.0234595894867598e-08,35,18,0,1
4.399809145254658e-11,35,18,1,0
4.381164742540694e-11,35,18,1,1
6.599570586136124e-11,35,18,2,0
6.557711184435743e-11,35,18,2,1
1.0998807235447781e-10,35,18,3,0
1.0883030713592174e-10,35,18,3,1
9.399128972412204e-11,35,18,4,0
9.314451101679848e-11,35,18,4,1
1.3798122778414123e-10,35,18,5,0
1.3616400829714934e-10,35,18,5,1
1.5997476589452934e-10,35,18,6,0
1.5753718179533656e-10,35,18,6,1
2.039589805863521e-10,35,18,7,0
2.0001325691509322e-10,35,18,7,1
1.9996057326473085e-10,35,18,8,0
1.9616659807404003e-10,35,18,8,1
2.4394131979215125e-10,35,18,9,0
2.383183227412023e-10,35,18,9,1
2.6593026258468806e-10,35,18,10,0
2.592617157437147e-10,35,18,10,1
3.0990528753757454e-10,35,18,11,0
3.0088632689596243e-10,35,18,11,1
2.9391481066079007e-10,35,18,12,0
2.857903582905927e-10,35,18,12,1
3.3788740861632955e-10,35,18,13,0
3.2719432832428044e-10,35,18,13,1
3.5987227752044944e-10,35,18,14,0
3.47767348440087e-10,35,18,14,1
1.01478e-06,35,19,0,0
1.066548414434656e-08,35,19,0,1
4.3998092280040685e-11,35,19,1,0
4.381922565327089e-11,35,19,1,1
6.599570772314223e-11,35,19,2,0
6.559409155887401e-11,35,19,2,1
1.0998807752564317e-10,35,19,3,0
1.0887708061763998e-10,35,19,3,1
9.399129350047397e-11,35,19,4,0
9.317877103758338e-11,35,19,4,1
1.3798123592250805e-10,35,19,5,0
1.3623723534504694e-10,35,19,5,1
1.599747768340986e-10,35,19,6,0
1.576352096905182e-10,35,19,6,1
2.039589983684472e-10,35,19,7,0
2.0017129944279415e-10,35,19,7,1
1.9996059035646027e-10,35,19,8,0
1.9631861779294833e-10,35,19,8,1
2.439413452292753e-10,35,19,9,0
2.3854273004916984e-10,35,19,9,1
2.659302928143158e-10,35,19,10,0
2.5952731988944125e-10,35,19,10,1
3.0990532859155347e-10,35,19,11,0
3.012441220144716e-10,35,19,11,1
2.939148475874666e-10,35,19,12,0
2.8611313243748e-10,35,19,12,1
3.378874574187434e-10,35,19,13,0
3.276174703847147e-10,35,19,13,1
3.5987233288019384e-10,35,19,14,0
3.4824541414206704e-10,35,19,14,1
1.0154e-06,35,20,0,0
1.1272011030135907e-08,35,20,0,1
4.399809344483793e-11,35,20,1,0
4.382891497765033e-11,35,20,1,1
6.599571034382245e-11,35,20,2,0
6.561580563042126e-11,35,20,2,1
1.0998808480467943e-10,35,20,3,0
1.0893691897082484e-10,35,20,3,1
9.39912988161427e-11,35,20,4,0
9.32225944549436e-11,35,20,4,1
1.3798124737823697e-10,35,20,5,0
1.3633093938737648e-10,35,20,5,1
1.599747922328568e-10,35,20,6,0
1.577606739590685e-10,35,20,6,1
2.0395902339888383e-10,35,20,7,0
2.003736528406328e-10,35,20,7,1
1.999606144151241e-10,35,20,8,0
1.9651325300377387e-10,35,20,8,1
2.4394138103508707e-10,35,20,9,0
2.3883015430914383e-10,35,20,9,1
2.659303353661538e-10,35,20,10,0
2.5986757389855205e-10,35,20,10,1
3.0990538637997067e-10,35,20,11,0
3.0170264993273173e-10,35,20,11,1
2.93914899566208e-10,35,20,12,0
2.865267233642796e-10,35,20,12,1
3.378875261140176e-10,35,20,13,0
3.281598715364302e-10,35,20,13,1
3.5987241080570215e-10,35,20,14,0
3.488583324358758e-10,35,20,14,1
1.0158400000000001e-06,35,21,0,0
1.1702000315010239e-08,35,21,0,1
4.39980942706057e-11,35,21,1,0
4.383517793733362e-11,35,21,1,1
6.599571220171945e-11,35,21,2,0
6.562984365368823e-11,35,21,2,1
1.0998808996505735e-10,35,21,3,0
1.0897561804289629e-10,35,21,3,1
9.399130258461674e-11,35,21,4,0
9.325093253950187e-11,35,21,4,1
1.3798125549962697e-10,35,21,5,0
1.3639155409684771e-10,35,21,5,1
1.5997480314960632e-10,35,21,6,0
1.578418479750329e-10,35,21,6,1
2.039590411438875e-10,35,21,7,0
2.0050461961205111e-10,35,21,7,1
1.9996063147120197e-10,35,21,8,0
1.9663922038805916e-10,35,21,8,1
2.4394140641915427e-10,35,21,9,0
2.390162398769408e-10,35,21,9,1
2.6593036553272986e-10,35,21,10,0
2.6008790122513134e-10,35,21,10,1
3.0990542734832456e-10,35,21,11,0
3.019996672094728e-10,35,21,11,1
2.939149364158665e-10,35,21,12,0
2.867945983886109e-10,35,21,12,1
3.3788757481464864e-10,35,21,13,0
3.285112959293222e-10,35,21,13,1
3.5987246604999013e-10,35,21,14,0
3.4925551346249574e-10,35,21,14,1
1.0163400000000002e-06,35,22,0,0
1.2190172580042113e-08,35,22,0,1
4.399809520811033e-11,35,22,1,0
4.3841754725353624e-11,35,22,1,1
6.599571431101352e-11,35,22,2,0
6.564458725009362e-11,35,22,2,1
1.0998809582370015e-10,35,22,3,0
1.0901627396516104e-10,35,22,3,1
9.399130686301327e-11,35,22,4,0
9.328070043444722e-11,35,22,4,1
1.3798126471994477e-10,35,22,5,0
1.3645524550566156e-10,35,22,5,1
1.5997481554353176e-10,35,22,6,0
1.5792715447220798e-10,35,22,6,1
2.0395906129001793e-10,35,22,7,0
2.0064229300251855e-10,35,22,7,1
1.9996065083518607e-10,35,22,8,0
1.9677163495975586e-10,35,22,8,1
2.4394143523801276e-10,35,22,9,0
2.392119049645844e-10,35,22,9,1
2.6593039978123286e-10,35,22,10,0
2.603196034299197e-10,35,22,10,1
3.0990547386022724e-10,35,22,11,0
3.023121061421637e-10,35,22,11,1
2.939149782517603e-10,35,22,12,0
2.8707635332291225e-10,35,22,12,1
3.3788763010510705e-10,35,22,13,0
3.2888103238759696e-10,35,22,13,1
3.5987252876954854e-10,35,22,14,0
3.4967344877742194e-10,35,22,14,1
1.01678e-06,35,23,0,0
1.2619367021381226e-08,35,23,0,1
4.399809603235172e-11,35,23,1,0
4.384711806925195e-11,35,23,1,1
6.59957161654764e-11,35,23,2,0
6.565661222157326e-11,35,23,2,1
1.0998810097454004e-10,35,23,3,0
1.090494421301801e-10,35,23,3,1
9.399131062452184e-11,35,23,4,0
9.330498348823412e-11,35,23,4,1
1.3798127282632426e-10,35,23,5,0
1.3650721548042927e-10,35,23,5,1
1.5997482644010465e-10,35,23,6,0
1.5799677089192536e-10,35,23,6,1
2.0395907900222618e-10,35,23,7,0
2.0075467449924726e-10,35,23,7,1
1.9996066785974162e-10,35,23,8,0
1.9687972113340038e-10,35,23,8,1
2.4394146057516833e-10,35,23,9,0
2.3937166280795374e-10,35,23,9,1
2.6593042989205994e-10,35,23,10,0
2.6050880988623825e-10,35,23,10,1
3.099055147528734e-10,35,23,11,0
3.025673082184859e-10,35,23,11,1
2.9391501503332114e-10,35,23,12,0
2.8730647074021183e-10,35,23,12,1
3.378876787157439e-10,35,23,13,0
3.2918308528179504e-10,35,23,13,1
3.5987258391175256e-10,35,23,14,0
3.500149213912738e-10,35,23,14,1
1.0178e-06,35,24,0,0
1.3612890548241306e-08,35,24,0,1
4.399809794035236e-11,35,24,1,0
4.3858240058880076e-11,35,24,1,1
6.599572045829216e-11,35,24,2,0
6.568155312123907e-11,35,24,2,1
1.0998811289799688e-10,35,24,3,0
1.0911826156760024e-10,35,24,3,1
9.399131933187544e-11,35,24,4,0
9.33553607239438e-11,35,24,4,1
1.379812915914329e-10,35,24,5,0
1.366150715160455e-10,35,24,5,1
1.5997485166411256e-10,35,24,6,0
1.5814127616056103e-10,35,24,6,1
2.0395912000345777e-10,35,24,7,0
2.0098803432981546e-10,35,24,7,1
1.9996070726915527e-10,35,24,8,0
1.971041542781867e-10,35,24,8,1
2.4394151922706676e-10,35,24,9,0
2.3970350939897143e-10,35,24,9,1
2.6593049959432885e-10,35,24,10,0
2.609018979756299e-10,35,24,10,1
3.0990560941352114e-10,35,24,11,0
3.030976976607678e-10,35,24,11,1
2.939151001773904e-10,35,24,12,0
2.877846638182588e-10,35,24,12,1
3.3788779124244455e-10,35,24,13,0
3.2981098872470177e-10,35,24,13,1
3.598727115581048e-10,35,24,14,0
3.5072489693148627e-10,35,24,14,1
1.01824e-06,35,25,0,0
1.4040854808296671e-08,35,25,0,1
4.399809876223137e-11,35,25,1,0
4.3862547393895777e-11,35,25,1,1
6.599572230744002e-11,35,25,2,0
6.569121394816951e-11,35,25,2,1
1.0998811803407475e-10,35,25,3,0
1.0914492798039977e-10,35,25,3,1
9.399132308260357e-11,35,25,4,0
9.337487861602842e-11,35,25,4,1
1.3798129967458058e-10,35,25,5,0
1.3665687319198332e-10,35,25,5,1
1.5997486252945799e-10,35,25,6,0
1.5819729161761143e-10,35,25,6,1
2.0395913766490843e-10,35,25,7,0
2.0107852410150495e-10,35,25,7,1
1.9996072424492363e-10,35,25,8,0
1.9719117984570032e-10,35,25,8,1
2.439415444916169e-10,35,25,9,0
2.3983222925266123e-10,35,25,9,1
2.6593052961887314e-10,35,25,10,0
2.6105439868174464e-10,35,25,10,1
3.0990565018899415e-10,35,25,11,0
3.033035347870399e-10,35,25,11,1
2.939151368535563e-10,35,25,12,0
2.8797022145282057e-10,35,25,12,1
3.378878397137971e-10,35,25,13,0
3.3005472191470484e-10,35,25,13,1
3.59872766542313e-10,35,25,14,0
3.51000534223473e-10,35,25,14,1
1.0187400000000001e-06,35,26,0,0
1.4526729096727332e-08,35,26,0,1
4.399809969532306e-11,35,26,1,0
4.386713087676342e-11,35,26,1,1
6.599572440680562e-11,35,26,2,0
6.570149517810368e-11,35,26,2,1
1.099881238651421e-10,35,26,3,0
1.0917331256730677e-10,35,26,3,1
9.399132734086222e-11,35,26,4,0
9.33956525737162e-11,35,26,4,1
1.3798130885150138e-10,35,26,5,0
1.367013738968932e-10,35,26,5,1
1.5997487486505057e-10,35,26,6,0
1.5825692978801494e-10,35,26,6,1
2.0395915771622386e-10,35,26,7,0
2.011748852533548e-10,35,26,7,1
1.9996074351777342e-10,35,26,8,0
1.972838503555492e-10,35,26,8,1
2.4394157317484865e-10,35,26,9,0
2.3996932557559455e-10,35,26,9,1
2.6593056370619994e-10,35,26,10,0
2.6121683933117835e-10,35,26,10,1
3.099056964820176e-10,35,26,11,0
3.035228311190775e-10,35,26,11,1
2.9391517849257246e-10,35,26,12,0
2.881678982568351e-10,35,26,12,1
3.378878947440726e-10,35,26,13,0
3.3031442434930404e-10,35,26,13,1
3.5987282896673536e-10,35,26,14,0
3.5129425952753515e-10,35,26,14,1
1.01918e-06,35,27,0,0
1.4953904118997626e-08,35,27,0,1
4.399810051568645e-11,35,27,1,0
4.387091529692155e-11,35,27,1,1
6.599572625254356e-11,35,27,2,0
6.570998483309289e-11,35,27,2,1
1.0998812899174917e-10,35,27,3,0
1.0919675537600241e-10,35,27,3,1
9.399133108467401e-11,35,27,4,0
9.341280859247072e-11,35,27,4,1
1.379813169197444e-10,35,27,5,0
1.3673813139482995e-10,35,27,5,1
1.5997488571036163e-10,35,27,6,0
1.5830619542122004e-10,35,27,6,1
2.0395917534511038e-10,35,27,7,0
2.0125450169935816e-10,35,27,7,1
1.999607604622418e-10,35,27,8,0
1.9736041618807304e-10,35,27,8,1
2.439415983928179e-10,35,27,9,0
2.400826177390092e-10,35,27,9,1
2.659305936753884e-10,35,27,10,0
2.613510876647586e-10,35,27,10,1
3.0990573718231664e-10,35,27,11,0
3.0370410091344894e-10,35,27,11,1
2.9391521510112085e-10,35,27,12,0
2.8833128649515136e-10,35,27,12,1
3.3788794312606544e-10,35,27,13,0
3.305291187342673e-10,35,27,13,1
3.5987288384957923e-10,35,27,14,0
3.5153710255771914e-10,35,27,14,1
1.0198e-06,35,28,0,0
1.5555206903314378e-08,35,28,0,1
4.3998101670451567e-11,35,28,1,0
4.3875891126260494e-11,35,28,1,1
6.599572885065293e-11,35,28,2,0
6.572114830646819e-11,35,28,2,1
1.099881362080968e-10,35,28,3,0
1.0922758760387392e-10,35,28,3,1
9.399133635456235e-11,35,28,4,0
9.343537074724673e-11,35,28,4,1
1.3798132827681686e-10,35,28,5,0
1.3678648130255788e-10,35,28,5,1
1.5997490097650892e-10,35,28,6,0
1.5837100458444485e-10,35,28,6,1
2.039592001599994e-10,35,28,7,0
2.0135925797184325e-10,35,28,7,1
1.9996078431372553e-10,35,28,8,0
1.974611567943557e-10,35,28,8,1
2.4394163389030276e-10,35,28,9,0
2.402317095810986e-10,35,28,9,1
2.6593063586081684e-10,35,28,10,0
2.6152777481311006e-10,35,28,10,1
3.0990579447314504e-10,35,28,11,0
3.0394272002970706e-10,35,28,11,1
2.939152666322908e-10,35,28,12,0
2.885463517179574e-10,35,28,12,1
3.378880112298532e-10,35,28,13,0
3.308117716773589e-10,35,28,13,1
3.598729611041405e-10,35,28,14,0
3.5185684479081385e-10,35,28,14,1
1.02024e-06,35,29,0,0
1.5981494550301892e-08,35,29,0,1
4.399810248911088e-11,35,29,1,0
4.387919249581203e-11,35,29,1,1
6.599573069255694e-11,35,29,2,0
6.572855575763895e-11,35,29,2,1
1.0998814132405548e-10,35,29,3,0
1.0924804995818285e-10,35,29,3,1
9.39913400905978e-11,35,29,4,0
9.345034350437238e-11,35,29,4,1
1.3798133632830188e-10,35,29,5,0
1.3681857337768428e-10,35,29,5,1
1.599749117992944e-10,35,29,6,0
1.5841402542247732e-10,35,29,6,1
2.0395921775227253e-10,35,29,7,0
2.014288088713839e-10,35,29,7,1
1.9996080122300186e-10,35,29,8,0
1.9752804044918993e-10,35,29,8,1
2.4394165905589895e-10,35,29,9,0
2.4033071276715613e-10,35,29,9,1
2.659306657677662e-10,35,29,10,0
2.616451131723146e-10,35,29,10,1
3.0990583508892266e-10,35,29,11,0
3.041012164535746e-10,35,29,11,1
2.939153031648138e-10,35,29,12,0
2.8868919363815e-10,35,29,12,1
3.3788805951137495e-10,35,29,13,0
3.309995380893775e-10,35,29,13,1
3.598730158730159e-10,35,29,14,0
3.5206926884190006e-10,35,29,14,1
1.02074e-06,35,30,0,0
1.6465466230381883e-08,35,30,0,1
4.399810341854888e-11,35,30,1,0
4.388273394348527e-11,35,30,1,1
6.59957327837023e-11,35,30,2,0
6.573650250139371e-11,35,30,2,1
1.0998814713229173e-10,35,30,3,0
1.0927000545071721e-10,35,30,3,1
9.399134433218332e-11,35,30,4,0
9.346640792178505e-11,35,30,4,1
1.3798134546929215e-10,35,30,5,0
1.3685301058611774e-10,35,30,5,1
1.599749240865903e-10,35,30,6,0
1.5846019355816815e-10,35,30,6,1
2.039592377250858e-10,35,30,7,0
2.0150345935347644e-10,35,30,7,1
1.9996082042039693e-10,35,30,8,0
1.9759982712472349e-10,35,30,8,1
2.4394168762683844e-10,35,30,9,0
2.4043698971713714e-10,35,30,9,1
2.659306997216471e-10,35,30,10,0
2.6177108192278347e-10,35,30,10,1
3.0990588120072475e-10,35,30,11,0
3.0427139617580615e-10,35,30,11,1
2.93915344640825e-10,35,30,12,0
2.888425565103436e-10,35,30,12,1
3.378881143262317e-10,35,30,13,0
3.312011646624767e-10,35,30,13,1
3.5987307805308e-10,35,30,14,0
3.5229739026393335e-10,35,30,14,1
